"행정구역별","성별","연령별","경제활동상태별","시점","1인가구-계","본인의 직장 때문에","본인의 학업 때문에","본인의 독립 생활을 위하여","본인의 건강 때문에","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","가족과 사별","기타",
"전라북도","여자","40~44","일하지 않았음","2020년","1045","171","18","563","81","170","41","1",
"전라북도","여자","45~49","합계","2020년","5673","1835","24","2232","112","1154","275","41",
"전라북도","여자","45~49","주로 일하였음","2020년","3840","1610","","1369","17","700","124","20",
"전라북도","여자","45~49","틈틈이 일하였음","2020년","185","47","","89","11","37","1","",
"전라북도","여자","45~49","일시 휴직","2020년","135","51","","64","","10","10","",
"전라북도","여자","45~49","일하지 않았음","2020년","1513","127","24","710","84","407","140","21",
"전라북도","여자","50~54","합계","2020년","7321","2143","","2050","164","2285","646","33",
"전라북도","여자","50~54","주로 일하였음","2020년","4928","1934","","1220","12","1381","360","21",
"전라북도","여자","50~54","틈틈이 일하였음","2020년","242","78","","59","3","84","18","",
"전라북도","여자","50~54","일시 휴직","2020년","100","28","","10","8","48","6","",
"전라북도","여자","50~54","일하지 않았음","2020년","2051","103","","761","141","772","262","12",
"전라북도","여자","55~59","합계","2020년","9512","1965","7","2288","190","3478","1530","54",
"전라북도","여자","55~59","주로 일하였음","2020년","5852","1723","","1204","28","1985","886","26",
"전라북도","여자","55~59","틈틈이 일하였음","2020년","176","34","","49","5","65","23","",
"전라북도","여자","55~59","일시 휴직","2020년","106","34","","23","","25","19","5",
"전라북도","여자","55~59","일하지 않았음","2020년","3378","174","7","1012","157","1403","602","23",
"전라북도","여자","60~64","합계","2020년","11962","1548","","2360","256","4221","3535","42",
"전라북도","여자","60~64","주로 일하였음","2020년","5989","1332","","939","30","1928","1753","7",
"전라북도","여자","60~64","틈틈이 일하였음","2020년","256","17","","58","4","113","64","",
"전라북도","여자","60~64","일시 휴직","2020년","97","5","","29","5","40","18","",
"전라북도","여자","60~64","일하지 않았음","2020년","5620","194","","1334","217","2140","1700","35",
"전라북도","여자","65~69","합계","2020년","11404","693","6","1896","239","3594","4923","53",
"전라북도","여자","65~69","주로 일하였음","2020년","4129","551","","493","10","1256","1811","8",
"전라북도","여자","65~69","틈틈이 일하였음","2020년","236","17","","26","1","104","88","",
"전라북도","여자","65~69","일시 휴직","2020년","47","6","","8","","19","14","",
"전라북도","여자","65~69","일하지 않았음","2020년","6992","119","6","1369","228","2215","3010","45",
"전라북도","여자","70~74","합계","2020년","13167","298","","1341","231","3858","7404","35",
"전라북도","여자","70~74","주로 일하였음","2020년","3524","202","","330","9","938","2033","12",
"전라북도","여자","70~74","틈틈이 일하였음","2020년","297","8","","32","","93","161","3",
"전라북도","여자","70~74","일시 휴직","2020년","49","2","","","","23","24","",
"전라북도","여자","70~74","일하지 않았음","2020년","9297","86","","979","222","2804","5186","20",
"전라북도","여자","75~79","합계","2020년","15055","215","","857","307","4464","9208","4",
"전라북도","여자","75~79","주로 일하였음","2020년","3075","101","","158","13","907","1896","",
"전라북도","여자","75~79","틈틈이 일하였음","2020년","313","4","","23","1","113","172","",
"전라북도","여자","75~79","일시 휴직","2020년","39","","","1","1","12","25","",
"전라북도","여자","75~79","일하지 않았음","2020년","11628","110","","675","292","3432","7115","4",
"전라북도","여자","80~84","합계","2020년","13980","42","","","227","4710","8993","8",
"전라북도","여자","80~84","주로 일하였음","2020년","1836","9","","","14","639","1174","",
"전라북도","여자","80~84","틈틈이 일하였음","2020년","167","","","","","62","105","",
"전라북도","여자","80~84","일시 휴직","2020년","30","","","","","10","20","",
"전라북도","여자","80~84","일하지 않았음","2020년","11947","33","","","213","3999","7694","8",
"전라북도","여자","85세 이상","합계","2020년","10679","","","","229","3479","6956","15",
"전라북도","여자","85세 이상","주로 일하였음","2020년","627","","","","","227","394","6",
"전라북도","여자","85세 이상","틈틈이 일하였음","2020년","61","","","","","28","33","",
"전라북도","여자","85세 이상","일시 휴직","2020년","11","","","","","7","4","",
"전라북도","여자","85세 이상","일하지 않았음","2020년","9980","","","","229","3217","6525","9",
"전라남도","계","합계","합계","2020년","256621","72928","7208","43565","5580","54587","71750","1003",
"전라남도","계","합계","주로 일하였음","2020년","136709","64821","76","26114","930","22590","21775","403",
"전라남도","계","합계","틈틈이 일하였음","2020년","6925","2187","1164","1022","59","1192","1288","13",
"전라남도","계","합계","일시 휴직","2020년","2999","1057","23","928","77","591","274","49",
"전라남도","계","합계","일하지 않았음","2020년","109988","4863","5945","15501","4514","30214","48413","538",
"전라남도","계","15~19","합계","2020년","2374","628","1645","","","76","25","",
"전라남도","계","15~19","주로 일하였음","2020년","399","287","68","","","44","","",
"전라남도","계","15~19","틈틈이 일하였음","2020년","336","117","200","","","11","8","",
"전라남도","계","15~19","일시 휴직","2020년","6","6","","","","","","",
"전라남도","계","15~19","일하지 않았음","2020년","1633","218","1377","","","21","17","",
"전라남도","계","20~24","합계","2020년","12595","4871","4857","1929","","708","216","14",
"전라남도","계","20~24","주로 일하였음","2020년","4746","3489","","1018","","192","47","",
"전라남도","계","20~24","틈틈이 일하였음","2020년","1773","623","838","143","","81","88","",
"전라남도","계","20~24","일시 휴직","2020년","184","130","13","38","","3","","",
"전라남도","계","20~24","일하지 않았음","2020년","5892","629","4006","730","","432","81","14",
"전라남도","계","25~29","합계","2020년","16345","11250","611","3458","","700","318","8",
"전라남도","계","25~29","주로 일하였음","2020년","13397","10120","7","2620","","399","243","8",
"전라남도","계","25~29","틈틈이 일하였음","2020년","840","516","113","141","","54","16","",
"전라남도","계","25~29","일시 휴직","2020년","161","71","2","54","","29","5","",
"전라남도","계","25~29","일하지 않았음","2020년","1947","543","489","643","","218","54","",
"전라남도","계","30~34","합계","2020년","12926","8669","83","3032","59","723","303","57",
"전라남도","계","30~34","주로 일하였음","2020년","11013","7925","","2340","18","517","190","23",
"전라남도","계","30~34","틈틈이 일하였음","2020년","327","196","13","81","","19","10","8",
"전라남도","계","30~34","일시 휴직","2020년","247","114","8","82","4","22","7","10",
"전라남도","계","30~34","일하지 않았음","2020년","1339","434","62","529","37","165","96","16",
"전라남도","계","35~39","합계","2020년","12505","7233","","3903","101","866","329","73",
"전라남도","계","35~39","주로 일하였음","2020년","10526","6648","","2935","27","616","254","46",
"전라남도","계","35~39","틈틈이 일하였음","2020년","288","116","","135","","22","15","",
"전라남도","계","35~39","일시 휴직","2020년","219","104","","99","4","9","","3",
"전라남도","계","35~39","일하지 않았음","2020년","1472","365","","734","70","219","60","24",
"전라남도","계","40~44","합계","2020년","12310","6625","1","3906","219","966","540","53",
"전라남도","계","40~44","주로 일하였음","2020년","10122","6075","","2960","33","657","381","16",
"전라남도","계","40~44","틈틈이 일하였음","2020년","209","110","","62","","19","18","",
"전라남도","계","40~44","일시 휴직","2020년","229","123","","79","7","10","2","8",
"전라남도","계","40~44","일하지 않았음","2020년","1750","317","1","805","179","280","139","29",
"전라남도","계","45~49","합계","2020년","15922","8005","10","4391","375","2177","817","147",
"전라남도","계","45~49","주로 일하였음","2020년","12655","7345","","3073","101","1494","559","83",
"전라남도","계","45~49","틈틈이 일하였음","2020년","286","112","","68","6","86","10","4",
"전라남도","계","45~49","일시 휴직","2020년","373","160","","149","2","51","11","",
"전라남도","계","45~49","일하지 않았음","2020년","2608","388","10","1101","266","546","237","60",
"전라남도","계","50~54","합계","2020년","19413","8409","1","5092","463","3938","1403","107",
"전라남도","계","50~54","주로 일하였음","2020년","14923","7746","1","3400","95","2716","923","42",
"전라남도","계","50~54","틈틈이 일하였음","2020년","318","125","","80","5","78","30","",
"전라남도","계","50~54","일시 휴직","2020년","375","115","","149","8","77","26","",
"전라남도","계","50~54","일하지 않았음","2020년","3797","423","","1463","355","1067","424","65",
"전라남도","계","55~59","합계","2020년","22648","7783","","5152","773","5864","2898","178",
"전라남도","계","55~59","주로 일하였음","2020년","15963","7076","","3098","150","3743","1797","99",
"전라남도","계","55~59","틈틈이 일하였음","2020년","407","114","","95","8","145","45","",
"전라남도","계","55~59","일시 휴직","2020년","388","92","","123","17","117","33","6",
"전라남도","계","55~59","일하지 않았음","2020년","5890","501","","1836","598","1859","1023","73",
"전라남도","계","60~64","합계","2020년","24469","5367","","5202","971","7350","5451","128",
"전라남도","계","60~64","주로 일하였음","2020년","14158","4719","","2501","167","3843","2875","53",
"전라남도","계","60~64","틈틈이 일하였음","2020년","458","84","","91","14","174","94","1",
"전라남도","계","60~64","일시 휴직","2020년","333","82","","86","31","96","24","14",
"전라남도","계","60~64","일하지 않았음","2020년","9520","482","","2524","759","3237","2458","60",
"전라남도","계","65~69","합계","2020년","20765","2526","","3731","696","6202","7504","106",
"전라남도","계","65~69","주로 일하였음","2020년","9791","2203","","1296","124","2750","3391","27",
"전라남도","계","65~69","틈틈이 일하였음","2020년","353","39","","63","6","102","143","",
"전라남도","계","65~69","일시 휴직","2020년","177","36","","41","1","43","49","7",
"전라남도","계","65~69","일하지 않았음","2020년","10444","248","","2331","565","3307","3921","72",
"전라남도","계","70~74","합계","2020년","21347","1115","","2461","646","6281","10759","85",
"전라남도","계","70~74","주로 일하였음","2020년","7675","871","","597","101","2320","3781","5",
"전라남도","계","70~74","틈틈이 일하였음","2020년","459","26","","38","5","158","232","",
"전라남도","계","70~74","일시 휴직","2020년","130","19","","23","3","42","43","",
"전라남도","계","70~74","일하지 않았음","2020년","13083","199","","1803","537","3761","6703","80",
"전라남도","계","75~79","합계","2020년","24219","410","","1308","448","6784","15256","13",
"전라남도","계","75~79","주로 일하였음","2020년","6472","304","","276","56","1770","4066","",
"전라남도","계","75~79","틈틈이 일하였음","2020년","535","9","","25","15","130","356","",
"전라남도","계","75~79","일시 휴직","2020년","115","5","","5","","60","44","1",
"전라남도","계","75~79","일하지 않았음","2020년","17097","92","","1002","377","4824","10790","12",
"전라남도","계","80~84","합계","2020년","22384","37","","","424","7071","14830","22",
"전라남도","계","80~84","주로 일하였음","2020년","3870","13","","","46","1214","2596","1",
"전라남도","계","80~84","틈틈이 일하였음","2020년","241","","","","","89","152","",
"전라남도","계","80~84","일시 휴직","2020년","57","","","","","30","27","",
"전라남도","계","80~84","일하지 않았음","2020년","18216","24","","","378","5738","12055","21",
"전라남도","계","85세 이상","합계","2020년","16399","","","","405","4881","11101","12",
"전라남도","계","85세 이상","주로 일하였음","2020년","999","","","","12","315","672","",
"전라남도","계","85세 이상","틈틈이 일하였음","2020년","95","","","","","24","71","",
"전라남도","계","85세 이상","일시 휴직","2020년","5","","","","","2","3","",
"전라남도","계","85세 이상","일하지 않았음","2020년","15300","","","","393","4540","10355","12",
"전라남도","남자","합계","합계","2020년","120032","51062","4399","26738","3261","19256","14651","665",
"전라남도","남자","합계","주로 일하였음","2020년","80085","46332","55","16778","558","10382","5676","304",
"전라남도","남자","합계","틈틈이 일하였음","2020년","2877","1160","647","502","27","323","213","5",
"전라남도","남자","합계","일시 휴직","2020년","1823","719","17","611","57","273","101","45",
"전라남도","남자","합계","일하지 않았음","2020년","35247","2851","3680","8847","2619","8278","8661","311",
"전라남도","남자","15~19","합계","2020년","1580","397","1128","","","43","12","",
"전라남도","남자","15~19","주로 일하였음","2020년","224","135","55","","","34","","",
"전라남도","남자","15~19","틈틈이 일하였음","2020년","242","113","120","","","9","","",
"전라남도","남자","15~19","일시 휴직","2020년","6","6","","","","","","",
"전라남도","남자","15~19","일하지 않았음","2020년","1108","143","953","","","","12","",
"전라남도","남자","20~24","합계","2020년","6779","2520","2772","997","","345","143","2",
"전라남도","남자","20~24","주로 일하였음","2020년","2468","1848","","497","","94","29","",
"전라남도","남자","20~24","틈틈이 일하였음","2020년","937","310","440","75","","58","54","",
"전라남도","남자","20~24","일시 휴직","2020년","107","56","13","38","","","","",
"전라남도","남자","20~24","일하지 않았음","2020년","3267","306","2319","387","","193","60","2",
"전라남도","남자","25~29","합계","2020년","9862","6807","455","1981","","431","180","8",
"전라남도","남자","25~29","주로 일하였음","2020년","8133","6192","","1537","","265","131","8",
"전라남도","남자","25~29","틈틈이 일하였음","2020년","440","252","78","87","","16","7","",
"전라남도","남자","25~29","일시 휴직","2020년","105","36","","35","","29","5","",
"전라남도","남자","25~29","일하지 않았음","2020년","1184","327","377","322","","121","37","",
"전라남도","남자","30~34","합계","2020년","8877","6237","37","1940","50","379","193","41",
"전라남도","남자","30~34","주로 일하였음","2020년","7723","5775","","1480","13","288","150","17",
"전라남도","남자","30~34","틈틈이 일하였음","2020년","197","119","9","51","","12","6","",
"전라남도","남자","30~34","일시 휴직","2020년","142","55","4","67","","3","3","10",
"전라남도","남자","30~34","일하지 않았음","2020년","815","288","24","342","37","76","34","14",
"전라남도","남자","35~39","합계","2020년","8898","5455","","2617","56","515","206","49",
"전라남도","남자","35~39","주로 일하였음","2020년","7890","5136","","2104","22","423","167","38",
"전라남도","남자","35~39","틈틈이 일하였음","2020년","139","67","","58","","12","2","",
"전라남도","남자","35~39","일시 휴직","2020년","132","84","","45","","","","3",
"전라남도","남자","35~39","일하지 않았음","2020년","737","168","","410","34","80","37","8",
"전라남도","남자","40~44","합계","2020년","8728","5093","","2522","131","543","394","45",
"전라남도","남자","40~44","주로 일하였음","2020년","7570","4772","","2031","25","433","293","16",
"전라남도","남자","40~44","틈틈이 일하였음","2020년","115","57","","37","","5","16","",
"전라남도","남자","40~44","일시 휴직","2020년","143","82","","50","3","","","8",
"전라남도","남자","40~44","일하지 않았음","2020년","900","182","","404","103","105","85","21",
"전라남도","남자","45~49","합계","2020년","10752","6029","7","2803","233","1050","558","72",
"전라남도","남자","45~49","주로 일하였음","2020년","8976","5635","","2037","56","819","379","50",
"전라남도","남자","45~49","틈틈이 일하였음","2020년","127","56","","35","4","22","6","4",
"전라남도","남자","45~49","일시 휴직","2020년","272","131","","101","2","27","11","",
"전라남도","남자","45~49","일하지 않았음","2020년","1377","207","7","630","171","182","162","18",
"전라남도","남자","50~54","합계","2020년","12374","6127","","3231","304","1810","815","87",
"전라남도","남자","50~54","주로 일하였음","2020년","9979","5698","","2198","62","1419","571","31",
"전라남도","남자","50~54","틈틈이 일하였음","2020년","128","60","","36","5","18","9","",
"전라남도","남자","50~54","일시 휴직","2020년","247","92","","101","6","27","21","",
"전라남도","남자","50~54","일하지 않았음","2020년","2020","277","","896","231","346","214","56",
"전라남도","남자","55~59","합계","2020년","13067","5488","","3131","533","2677","1103","135",
"전라남도","남자","55~59","주로 일하였음","2020년","9792","5090","","1944","106","1896","678","78",
"전라남도","남자","55~59","틈틈이 일하였음","2020년","129","40","","34","5","38","12","",
"전라남도","남자","55~59","일시 휴직","2020년","235","76","","82","14","41","16","6",
"전라남도","남자","55~59","일하지 않았음","2020년","2911","282","","1071","408","702","397","51",
"전라남도","남자","60~64","합계","2020년","12741","3911","","3207","696","3246","1592","89",
"전라남도","남자","60~64","주로 일하였음","2020년","7838","3492","","1587","125","1792","801","41",
"전라남도","남자","60~64","틈틈이 일하였음","2020년","150","46","","38","1","53","11","1",
"전라남도","남자","60~64","일시 휴직","2020년","221","48","","52","31","67","12","11",
"전라남도","남자","60~64","일하지 않았음","2020년","4532","325","","1530","539","1334","768","36",
"전라남도","남자","65~69","합계","2020년","9007","1908","","2365","481","2496","1678","79",
"전라남도","남자","65~69","주로 일하였음","2020년","4531","1685","","855","75","1197","700","19",
"전라남도","남자","65~69","틈틈이 일하였음","2020년","96","17","","29","5","23","22","",
"전라남도","남자","65~69","일시 휴직","2020년","105","29","","25","1","32","11","7",
"전라남도","남자","65~69","일하지 않았음","2020년","4275","177","","1456","400","1244","945","53",
"전라남도","남자","70~74","합계","2020년","6531","830","","1357","363","2140","1804","37",
"전라남도","남자","70~74","주로 일하였음","2020년","2576","679","","377","36","885","594","5",
"전라남도","남자","70~74","틈틈이 일하였음","2020년","59","16","","8","3","20","12","",
"전라남도","남자","70~74","일시 휴직","2020년","58","19","","13","","19","7","",
"전라남도","남자","70~74","일하지 않았음","2020년","3838","116","","959","324","1216","1191","32",
"전라남도","남자","75~79","합계","2020년","4747","238","","587","175","1512","2225","10",
"전라남도","남자","75~79","주로 일하였음","2020년","1431","187","","131","28","474","611","",
"전라남도","남자","75~79","틈틈이 일하였음","2020년","72","7","","14","4","14","33","",
"전라남도","남자","75~79","일시 휴직","2020년","43","5","","2","","21","15","",
"전라남도","남자","75~79","일하지 않았음","2020년","3201","39","","440","143","1003","1566","10",
"전라남도","남자","80~84","합계","2020년","3625","22","","","143","1259","2198","3",
"전라남도","남자","80~84","주로 일하였음","2020년","727","8","","","10","264","444","1",
"전라남도","남자","80~84","틈틈이 일하였음","2020년","29","","","","","17","12","",
"전라남도","남자","80~84","일시 휴직","2020년","5","","","","","5","","",
"전라남도","남자","80~84","일하지 않았음","2020년","2864","14","","","133","973","1742","2",
"전라남도","남자","85세 이상","합계","2020년","2464","","","","96","810","1550","8",
"전라남도","남자","85세 이상","주로 일하였음","2020년","227","","","","","99","128","",
"전라남도","남자","85세 이상","틈틈이 일하였음","2020년","17","","","","","6","11","",
"전라남도","남자","85세 이상","일시 휴직","2020년","2","","","","","2","","",
"전라남도","남자","85세 이상","일하지 않았음","2020년","2218","","","","96","703","1411","8",
"전라남도","여자","합계","합계","2020년","136589","21866","2809","16827","2319","35331","57099","338",
"전라남도","여자","합계","주로 일하였음","2020년","56624","18489","21","9336","372","12208","16099","99",
"전라남도","여자","합계","틈틈이 일하였음","2020년","4048","1027","517","520","32","869","1075","8",
"전라남도","여자","합계","일시 휴직","2020년","1176","338","6","317","20","318","173","4",
"전라남도","여자","합계","일하지 않았음","2020년","74741","2012","2265","6654","1895","21936","39752","227",
"전라남도","여자","15~19","합계","2020년","794","231","517","","","33","13","",
"전라남도","여자","15~19","주로 일하였음","2020년","175","152","13","","","10","","",
"전라남도","여자","15~19","틈틈이 일하였음","2020년","94","4","80","","","2","8","",
"전라남도","여자","15~19","일하지 않았음","2020년","525","75","424","","","21","5","",
"전라남도","여자","20~24","합계","2020년","5816","2351","2085","932","","363","73","12",
"전라남도","여자","20~24","주로 일하였음","2020년","2278","1641","","521","","98","18","",
"전라남도","여자","20~24","틈틈이 일하였음","2020년","836","313","398","68","","23","34","",
"전라남도","여자","20~24","일시 휴직","2020년","77","74","","","","3","","",
"전라남도","여자","20~24","일하지 않았음","2020년","2625","323","1687","343","","239","21","12",
"전라남도","여자","25~29","합계","2020년","6483","4443","156","1477","","269","138","",
"전라남도","여자","25~29","주로 일하였음","2020년","5264","3928","7","1083","","134","112","",
"전라남도","여자","25~29","틈틈이 일하였음","2020년","400","264","35","54","","38","9","",
"전라남도","여자","25~29","일시 휴직","2020년","56","35","2","19","","","","",
"전라남도","여자","25~29","일하지 않았음","2020년","763","216","112","321","","97","17","",
"전라남도","여자","30~34","합계","2020년","4049","2432","46","1092","9","344","110","16",
"전라남도","여자","30~34","주로 일하였음","2020년","3290","2150","","860","5","229","40","6",
"전라남도","여자","30~34","틈틈이 일하였음","2020년","130","77","4","30","","7","4","8",
"전라남도","여자","30~34","일시 휴직","2020년","105","59","4","15","4","19","4","",
"전라남도","여자","30~34","일하지 않았음","2020년","524","146","38","187","","89","62","2",
"전라남도","여자","35~39","합계","2020년","3607","1778","","1286","45","351","123","24",
"전라남도","여자","35~39","주로 일하였음","2020년","2636","1512","","831","5","193","87","8",
"전라남도","여자","35~39","틈틈이 일하였음","2020년","149","49","","77","","10","13","",
"전라남도","여자","35~39","일시 휴직","2020년","87","20","","54","4","9","","",
"전라남도","여자","35~39","일하지 않았음","2020년","735","197","","324","36","139","23","16",
"전라남도","여자","40~44","합계","2020년","3582","1532","1","1384","88","423","146","8",
"전라남도","여자","40~44","주로 일하였음","2020년","2552","1303","","929","8","224","88","",
"전라남도","여자","40~44","틈틈이 일하였음","2020년","94","53","","25","","14","2","",
"전라남도","여자","40~44","일시 휴직","2020년","86","41","","29","4","10","2","",
"전라남도","여자","40~44","일하지 않았음","2020년","850","135","1","401","76","175","54","8",
"전라남도","여자","45~49","합계","2020년","5170","1976","3","1588","142","1127","259","75",
"전라남도","여자","45~49","주로 일하였음","2020년","3679","1710","","1036","45","675","180","33",
"전라남도","여자","45~49","틈틈이 일하였음","2020년","159","56","","33","2","64","4","",
"전라남도","여자","45~49","일시 휴직","2020년","101","29","","48","","24","","",
"전라남도","여자","45~49","일하지 않았음","2020년","1231","181","3","471","95","364","75","42",
"전라남도","여자","50~54","합계","2020년","7039","2282","1","1861","159","2128","588","20",
"전라남도","여자","50~54","주로 일하였음","2020년","4944","2048","1","1202","33","1297","352","11",
"전라남도","여자","50~54","틈틈이 일하였음","2020년","190","65","","44","","60","21","",
"전라남도","여자","50~54","일시 휴직","2020년","128","23","","48","2","50","5","",
"전라남도","여자","50~54","일하지 않았음","2020년","1777","146","","567","124","721","210","9",
"전라남도","여자","55~59","합계","2020년","9581","2295","","2021","240","3187","1795","43",
"전라남도","여자","55~59","주로 일하였음","2020년","6171","1986","","1154","44","1847","1119","21",
"전라남도","여자","55~59","틈틈이 일하였음","2020년","278","74","","61","3","107","33","",
"전라남도","여자","55~59","일시 휴직","2020년","153","16","","41","3","76","17","",
"전라남도","여자","55~59","일하지 않았음","2020년","2979","219","","765","190","1157","626","22",
"전라남도","여자","60~64","합계","2020년","11728","1456","","1995","275","4104","3859","39",
"전라남도","여자","60~64","주로 일하였음","2020년","6320","1227","","914","42","2051","2074","12",
"전라남도","여자","60~64","틈틈이 일하였음","2020년","308","38","","53","13","121","83","",
"전라남도","여자","60~64","일시 휴직","2020년","112","34","","34","","29","12","3",
"전라남도","여자","60~64","일하지 않았음","2020년","4988","157","","994","220","1903","1690","24",
"전라남도","여자","65~69","합계","2020년","11758","618","","1366","215","3706","5826","27",
"전라남도","여자","65~69","주로 일하였음","2020년","5260","518","","441","49","1553","2691","8",
"전라남도","여자","65~69","틈틈이 일하였음","2020년","257","22","","34","1","79","121","",
"전라남도","여자","65~69","일시 휴직","2020년","72","7","","16","","11","38","",
"전라남도","여자","65~69","일하지 않았음","2020년","6169","71","","875","165","2063","2976","19",
"전라남도","여자","70~74","합계","2020년","14816","285","","1104","283","4141","8955","48",
"전라남도","여자","70~74","주로 일하였음","2020년","5099","192","","220","65","1435","3187","",
"전라남도","여자","70~74","틈틈이 일하였음","2020년","400","10","","30","2","138","220","",
"전라남도","여자","70~74","일시 휴직","2020년","72","","","10","3","23","36","",
"전라남도","여자","70~74","일하지 않았음","2020년","9245","83","","844","213","2545","5512","48",
"전라남도","여자","75~79","합계","2020년","19472","172","","721","273","5272","13031","3",
"전라남도","여자","75~79","주로 일하였음","2020년","5041","117","","145","28","1296","3455","",
"전라남도","여자","75~79","틈틈이 일하였음","2020년","463","2","","11","11","116","323","",
"전라남도","여자","75~79","일시 휴직","2020년","72","","","3","","39","29","1",
"전라남도","여자","75~79","일하지 않았음","2020년","13896","53","","562","234","3821","9224","2",
"전라남도","여자","80~84","합계","2020년","18759","15","","","281","5812","12632","19",
"전라남도","여자","80~84","주로 일하였음","2020년","3143","5","","","36","950","2152","",
"전라남도","여자","80~84","틈틈이 일하였음","2020년","212","","","","","72","140","",
"전라남도","여자","80~84","일시 휴직","2020년","52","","","","","25","27","",
"전라남도","여자","80~84","일하지 않았음","2020년","15352","10","","","245","4765","10313","19",
"전라남도","여자","85세 이상","합계","2020년","13935","","","","309","4071","9551","4",
"전라남도","여자","85세 이상","주로 일하였음","2020년","772","","","","12","216","544","",
"전라남도","여자","85세 이상","틈틈이 일하였음","2020년","78","","","","","18","60","",
"전라남도","여자","85세 이상","일시 휴직","2020년","3","","","","","","3","",
"전라남도","여자","85세 이상","일하지 않았음","2020년","13082","","","","297","3837","8944","4",
"경상북도","계","합계","합계","2020년","388783","119762","22923","72001","6683","74291","91126","1997",
"경상북도","계","합계","주로 일하였음","2020년","199802","104602","181","39631","966","29357","24364","701",
"경상북도","계","합계","틈틈이 일하였음","2020년","11336","3429","3187","1949","60","1361","1283","67",
"경상북도","계","합계","일시 휴직","2020년","4647","1777","57","1563","110","684","407","49",
"경상북도","계","합계","일하지 않았음","2020년","172998","9954","19498","28858","5547","42889","65072","1180",
"경상북도","계","15~19","합계","2020년","5807","904","4677","","","202","24","",
"경상북도","계","15~19","주로 일하였음","2020년","727","517","177","","","31","2","",
"경상북도","계","15~19","틈틈이 일하였음","2020년","802","136","653","","","8","5","",
"경상북도","계","15~19","일하지 않았음","2020년","4278","251","3847","","","163","17","",
"경상북도","계","20~24","합계","2020년","29628","8973","15151","3659","","1436","355","54",
"경상북도","계","20~24","주로 일하였음","2020년","8566","6788","","1432","","259","66","21",
"경상북도","계","20~24","틈틈이 일하였음","2020년","3565","1012","2023","347","","114","69","",
"경상북도","계","20~24","일시 휴직","2020년","230","93","49","36","","27","25","",
"경상북도","계","20~24","일하지 않았음","2020년","17267","1080","13079","1844","","1036","195","33",
"경상북도","계","25~29","합계","2020년","30302","20131","2715","5961","","1097","297","101",
"경상북도","계","25~29","주로 일하였음","2020년","22193","17612","4","3712","","642","176","47",
"경상북도","계","25~29","틈틈이 일하였음","2020년","1691","819","466","286","","69","32","19",
"경상북도","계","25~29","일시 휴직","2020년","497","230","8","205","","34","8","12",
"경상북도","계","25~29","일하지 않았음","2020년","5921","1470","2237","1758","","352","81","23",
"경상북도","계","30~34","합계","2020년","24489","16963","258","5650","93","1092","345","88",
"경상북도","계","30~34","주로 일하였음","2020년","20341","15199","","4043","14","759","288","38",
"경상북도","계","30~34","틈틈이 일하였음","2020년","596","382","23","166","","23","2","",
"경상북도","계","30~34","일시 휴직","2020년","437","245","","177","5","3","7","",
"경상북도","계","30~34","일하지 않았음","2020년","3115","1137","235","1264","74","307","48","50",
"경상북도","계","35~39","합계","2020년","21512","13156","50","6215","140","1310","481","160",
"경상북도","계","35~39","주로 일하였음","2020년","17576","11856","","4398","20","903","316","83",
"경상북도","계","35~39","틈틈이 일하였음","2020년","342","156","","137","","31","16","2",
"경상북도","계","35~39","일시 휴직","2020년","469","227","","178","","37","22","5",
"경상북도","계","35~39","일하지 않았음","2020년","3125","917","50","1502","120","339","127","70",
"경상북도","계","40~44","합계","2020년","20200","11205","33","6286","181","1532","751","212",
"경상북도","계","40~44","주로 일하였음","2020년","16012","10117","","4328","47","972","466","82",
"경상북도","계","40~44","틈틈이 일하였음","2020년","356","104","13","160","","25","41","13",
"경상북도","계","40~44","일시 휴직","2020년","510","243","","200","13","36","15","3",
"경상북도","계","40~44","일하지 않았음","2020년","3322","741","20","1598","121","499","229","114",
"경상북도","계","45~49","합계","2020년","24467","11863","34","7388","433","3245","1285","219",
"경상북도","계","45~49","주로 일하였음","2020년","19030","10734","","4925","102","2357","792","120",
"경상북도","계","45~49","틈틈이 일하였음","2020년","436","167","9","163","6","50","36","5",
"경상북도","계","45~49","일시 휴직","2020년","498","187","","188","24","57","42","",
"경상북도","계","45~49","일하지 않았음","2020년","4503","775","25","2112","301","781","415","94",
"경상북도","계","50~54","합계","2020년","28856","11879","","7890","765","5988","2021","313",
"경상북도","계","50~54","주로 일하였음","2020년","21125","10696","","4875","120","4086","1265","83",
"경상북도","계","50~54","틈틈이 일하였음","2020년","551","216","","156","9","128","37","5",
"경상북도","계","50~54","일시 휴직","2020년","642","237","","220","24","116","27","18",
"경상북도","계","50~54","일하지 않았음","2020년","6538","730","","2639","612","1658","692","207",
"경상북도","계","55~59","합계","2020년","34012","11051","5","8515","900","8977","4254","310",
"경상북도","계","55~59","주로 일하였음","2020년","22881","9845","","4609","156","5651","2526","94",
"경상북도","계","55~59","틈틈이 일하였음","2020년","663","200","","206","14","152","77","14",
"경상북도","계","55~59","일시 휴직","2020년","456","132","","146","13","104","52","9",
"경상북도","계","55~59","일하지 않았음","2020년","10012","874","5","3554","717","3070","1599","193",
"경상북도","계","60~64","합계","2020년","37436","7728","","8909","1118","10948","8509","224",
