"행정구역별(시군구)","성별","연령별","시점","전국","서울","부산","대구","인천","광주","대전","울산","세종시","경기도","강원도","충청북도","충청남도","전라북도","전라남도","경상북도","경상남도","제주특별자치도","기타",
"읍부","계","50~54세","2020 년","52497","871","1489","2087","511","206","166","1896","451","14074","2702","3420","5051","1541","4421","6465","4708","1784","654",
"읍부","계","50~54세","2021 년","57939","950","1660","2307","518","290","186","2119","486","15647","2993","3903","5737","1724","4908","7105","5253","2004","149",
"읍부","계","55~59세","2020 년","57454","851","1438","2259","574","173","150","1996","466","14899","3460","3751","5930","1696","4903","7203","5272","1923","510",
"읍부","계","55~59세","2021 년","60605","893","1552","2350","560","245","151","2112","475","15853","3644","3936","6181","1800","5314","7850","5506","2082","101",
"읍부","계","60~64세","2020 년","58818","794","1712","2229","523","164","102","1975","469","14593","3835","3640","5983","1888","5039","7664","5784","1878","546",
"읍부","계","60~64세","2021 년","66886","876","1932","2515","593","158","133","2322","505","16677","4245","4301","6941","2175","5932","8837","6565","2074","105",
"읍부","계","65~69세","2020 년","46087","494","1403","1715","330","78","71","1409","376","10398","3184","2991","4706","1602","4453","6449","4770","1317","341",
"읍부","계","65~69세","2021 년","53765","552","1699","2021","408","94","73","1689","443","12640","3743","3473","5534","1826","4910","7624","5424","1531","81",
"읍부","계","70~74세","2020 년","39185","272","1194","1256","307","47","45","1016","277","8308","2810","2441","4131","1683","4646","5615","4004","965","168",
"읍부","계","70~74세","2021 년","42839","322","1412","1432","301","54","31","1171","323","8934","2851","2610","4587","1840","5090","6300","4463","1082","36",
"읍부","계","75세 이상","2020 년","92118","419","1913","2195","611","70","51","1925","618","15664","7113","6099","10478","4780","12738","14811","9235","2939","459",
"읍부","계","75세 이상","2021 년","99299","481","2395","2461","707","101","58","2084","676","17322","7627","6556","11196","5132","13567","15732","9927","3225","52",
"읍부","남자","합계","2020 년","328162","6832","9567","13474","3348","1781","1572","11359","5061","84466","17223","23839","33567","10596","25952","41813","26677","8417","2618",
"읍부","남자","합계","2021 년","358824","7553","10633","14663","3529","1787","1742","12497","4897","94389","18046","26423","36693","11669","28181","46453","29612","9119","938",
"읍부","남자","20세 미만","2020 년","3629","109","47","89","36","28","34","92","214","400","273","287","543","259","369","652","125","52","20",
"읍부","남자","20세 미만","2021 년","2685","99","47","50","26","16","12","60","165","311","101","207","304","352","159","615","124","33","X",
"읍부","남자","20~24세","2020 년","19664","538","362","743","238","184","145","614","1361","2584","1134","1333","2383","1203","1651","3845","951","218","177",
"읍부","남자","20~24세","2021 년","19021","568","404","749","244","169","177","532","1027","2927","892","1485","2235","1084","1304","3687","1244","255","38",
"읍부","남자","25~29세","2020 년","34853","1326","1255","1838","537","411","406","1319","975","8482","1536","3386","3252","999","1915","4060","2441","443","272",
"읍부","남자","25~29세","2021 년","38652","1571","1451","2105","544","405","500","1502","949","9684","1560","3657","3534","1162","2105","4464","2855","460","144",
"읍부","남자","30~34세","2020 년","33612","1046","1225","1988","368","288","278","1175","414","9342","1217","3083","3351","797","1853","3767","2754","486","180",
"읍부","남자","30~34세","2021 년","38082","1202","1429","2108","431","250","302","1337","489","10791","1282","3419","3695","975","2173","4446","3033","564","156",
"읍부","남자","35~39세","2020 년","30795","705","1103","1685","263","193","172","1162","301","9059","1050","2406","3064","682","1975","3598","2565","643","169",
"읍부","남자","35~39세","2021 년","32119","750","1032","1687","272","168","160","1250","317","9526","1037","2594","3304","711","2049","3897","2614","636","115",
"읍부","남자","40~44세","2020 년","28952","553","978","1359","278","156","105","1115","273","8613","1046","1928","2913","753","1987","3470","2450","772","203",
"읍부","남자","40~44세","2021 년","32386","600","1100","1538","253","155","128","1263","308","9673","1168","2188","3302","815","2279","4026","2687","806","97",
"읍부","남자","45~49세","2020 년","32268","555","934","1312","290","142","97","1243","301","9443","1437","2136","3159","854","2455","3871","2697","1023","319",
"읍부","남자","45~49세","2021 년","33454","567","946","1364","286","123","113","1262","300","9994","1403","2245","3303","884","2589","4166","2807","1009","93",
"읍부","남자","50~54세","2020 년","33000","549","910","1147","330","127","99","1218","296","9156","1751","2161","3145","989","2779","4066","2774","1092","411",
"읍부","남자","50~54세","2021 년","36592","566","988","1294","345","179","128","1350","320","10264","1923","2478","3670","1133","3151","4441","3071","1190","101",
"읍부","남자","55~59세","2020 년","32414","494","702","1087","324","97","98","1096","280","8750","2064","2110","3416","1012","2761","4020","2695","1110","298",
"읍부","남자","55~59세","2021 년","34871","551","804","1176","337","139","88","1185","288","9463","2188","2305","3562","1103","3039","4448","2947","1189","59",
"읍부","남자","60~64세","2020 년","29204","458","744","873","286","80","64","1010","242","7488","2043","1742","2943","968","2639","3728","2591","1011","294",
"읍부","남자","60~64세","2021 년","33870","489","829","1019","317","89","77","1189","256","8711","2328","2132","3574","1138","3090","4419","3010","1144","59",
"읍부","남자","65~69세","2020 년","18887","253","507","576","145","44","41","590","166","4526","1326","1228","1876","674","1810","2519","1805","637","164",
"읍부","남자","65~69세","2021 년","22713","279","651","696","183","47","29","716","211","5624","1634","1458","2272","810","2122","3126","2071","745","39",
"읍부","남자","70~74세","2020 년","12694","125","366","354","104","19","24","345","83","2939","939","779","1327","549","1446","1683","1221","338","53",
"읍부","남자","70~74세","2021 년","14183","168","448","406","107","24","13","420","101","3186","963","866","1529","573","1629","1939","1374","419","18",
"읍부","남자","75세 이상","2020 년","18190","121","434","423","149","12","9","380","155","3684","1407","1260","2195","857","2312","2534","1608","592","58",
"읍부","남자","75세 이상","2021 년","20196","143","504","471","184","23","15","431","166","4235","1567","1389","2409","929","2492","2779","1775","669","15",
"읍부","여자","합계","2020 년","292737","4346","8800","11353","2375","1233","842","8105","4070","62006","17374","19747","31096","11087","29501","41402","28828","8237","2335",
"읍부","여자","합계","2021 년","315630","4764","10049","12490","2581","1286","1001","8891","3755","68687","18253","21693","33335","11972","31338","44765","31218","9022","530",
"읍부","여자","20세 미만","2020 년","3370","95","56","56","59","21","19","65","248","414","240","191","562","212","307","612","127","56","30",
"읍부","여자","20세 미만","2021 년","2502","63","43","55","32","14","11","43","121","333","107","205","406","280","149","496","111","31","X",
"읍부","여자","20~24세","2020 년","17881","457","402","533","137","218","149","369","1490","2521","820","1051","2592","936","1415","3441","879","138","333",
"읍부","여자","20~24세","2021 년","16769","419","431","622","163","188","186","365","1104","2707","760","1176","2405","806","1126","3170","950","159","32",
"읍부","여자","25~29세","2020 년","18174","685","761","913","208","273","198","482","371","4180","610","1562","1689","592","1445","1918","1872","261","154",
"읍부","여자","25~29세","2021 년","21153","868","915","1060","227","279","256","587","382","4949","696","1888","2019","671","1663","2197","2105","336","55",
"읍부","여자","30~34세","2020 년","12712","455","564","646","108","126","83","348","167","3091","483","1122","1269","318","945","1382","1212","297","96",
"읍부","여자","30~34세","2021 년","15043","539","625","744","166","146","101","396","224","3814","526","1344","1458","388","1072","1648","1441","343","68",
"읍부","여자","35~39세","2020 년","11421","341","491","609","107","83","53","321","107","3083","429","873","1029","270","797","1239","1108","402","79",
"읍부","여자","35~39세","2021 년","12212","372","514","621","110","72","78","340","117","3269","437","901","1160","310","866","1435","1152","410","48",
"읍부","여자","40~44세","2020 년","11792","294","502","595","97","69","44","355","101","3281","498","826","1088","234","862","1312","1056","482","96",
"읍부","여자","40~44세","2021 년","13151","331","522","663","132","66","47","398","96","3760","527","939","1180","295","949","1562","1142","494","48",
"읍부","여자","45~49세","2020 년","15617","318","538","720","141","84","46","587","151","4043","720","1060","1490","384","1277","1841","1495","575","147",
"읍부","여자","45~49세","2021 년","15892","294","573","701","137","80","40","556","145","4265","700","1089","1547","411","1315","1961","1427","607","44",
"읍부","여자","50~54세","2020 년","19497","322","579","940","181","79","67","678","155","4918","951","1259","1906","552","1642","2399","1934","692","243",
"읍부","여자","50~54세","2021 년","21347","384","672","1013","173","111","58","769","166","5383","1070","1425","2067","591","1757","2664","2182","814","48",
"읍부","여자","55~59세","2020 년","25040","357","736","1172","250","76","52","900","186","6149","1396","1641","2514","684","2142","3183","2577","813","212",
"읍부","여자","55~59세","2021 년","25734","342","748","1174","223","106","63","927","187","6390","1456","1631","2619","697","2275","3402","2559","893","42",
"읍부","여자","60~64세","2020 년","29614","336","968","1356","237","84","38","965","227","7105","1792","1898","3040","920","2400","3936","3193","867","252",
"읍부","여자","60~64세","2021 년","33016","387","1103","1496","276","69","56","1133","249","7966","1917","2169","3367","1037","2842","4418","3555","930","46",
"읍부","여자","65~69세","2020 년","27200","241","896","1139","185","34","30","819","210","5872","1858","1763","2830","928","2643","3930","2965","680","177",
"읍부","여자","65~69세","2021 년","31052","273","1048","1325","225","47","44","973","232","7016","2109","2015","3262","1016","2788","4498","3353","786","42",
"읍부","여자","70~74세","2020 년","26491","147","828","902","203","28","21","671","194","5369","1871","1662","2804","1134","3200","3932","2783","627","115",
"읍부","여자","70~74세","2021 년","28656","154","964","1026","194","30","18","751","222","5748","1888","1744","3058","1267","3461","4361","3089","663","18",
