"행정구역별","성별","연령별","시점","1인가구","미혼","배우자 있음","사별","이혼",
"양평군","계","65~69","2015년","1170","88","360","528","194",
"양평군","계","70~74","2015년","1488","18","235","1122","113",
"양평군","계","75~79","2015년","1403","","98","1212","93",
"양평군","계","80~84","2015년","938","","44","881","13",
"양평군","계","85세 이상","2015년","603","","14","578","11",
"양평군","남자","합계","2015년","4330","1162","1522","764","882",
"양평군","남자","20세 미만","2015년","6","6","","","",
"양평군","남자","20~24","2015년","40","37","3","","",
"양평군","남자","25~29","2015년","130","127","3","","",
"양평군","남자","30~34","2015년","224","206","18","","",
"양평군","남자","35~39","2015년","168","102","55","5","6",
"양평군","남자","40~44","2015년","310","149","119","","42",
"양평군","남자","45~49","2015년","423","196","149","15","63",
"양평군","남자","50~54","2015년","486","136","183","16","151",
"양평군","남자","55~59","2015년","673","116","237","39","281",
"양평군","남자","60~64","2015년","480","47","260","68","105",
"양평군","남자","65~69","2015년","512","36","274","92","110",
"양평군","남자","70~74","2015년","356","4","143","155","54",
"양평군","남자","75~79","2015년","273","","41","172","60",
"양평군","남자","80~84","2015년","164","","27","132","5",
"양평군","남자","85세 이상","2015년","85","","10","70","5",
"양평군","여자","합계","2015년","6889","833","938","4354","764",
"양평군","여자","20세 미만","2015년","18","18","","","",
"양평군","여자","20~24","2015년","69","58","11","","",
"양평군","여자","25~29","2015년","87","85","2","","",
"양평군","여자","30~34","2015년","102","87","11","","4",
"양평군","여자","35~39","2015년","125","94","18","","13",
"양평군","여자","40~44","2015년","127","85","32","","10",
"양평군","여자","45~49","2015년","258","127","52","7","72",
"양평군","여자","50~54","2015년","460","51","185","80","144",
"양평군","여자","55~59","2015년","713","71","209","200","233",
"양평군","여자","60~64","2015년","718","91","162","367","98",
"양평군","여자","65~69","2015년","658","52","86","436","84",
"양평군","여자","70~74","2015년","1132","14","92","967","59",
"양평군","여자","75~79","2015년","1130","","57","1040","33",
"양평군","여자","80~84","2015년","774","","17","749","8",
"양평군","여자","85세 이상","2015년","518","","4","508","6",
"강원도","계","합계","2015년","189651","62755","29215","70518","27163",
"강원도","계","20세 미만","2015년","2899","2899","","","",
"강원도","계","20~24","2015년","16077","16021","48","8","",
"강원도","계","25~29","2015년","11029","10592","387","","50",
"강원도","계","30~34","2015년","9491","8063","1232","","196",
"강원도","계","35~39","2015년","8454","6041","1634","41","738",
"강원도","계","40~44","2015년","9923","5730","2369","109","1715",
"강원도","계","45~49","2015년","12502","4464","4031","540","3467",
"강원도","계","50~54","2015년","16573","3862","5547","1726","5438",
"강원도","계","55~59","2015년","18567","2424","5489","4600","6054",
"강원도","계","60~64","2015년","15657","1333","3542","6532","4250",
"강원도","계","65~69","2015년","14444","667","2110","9078","2589",
"강원도","계","70~74","2015년","17514","368","1482","14029","1635",
"강원도","계","75~79","2015년","17596","149","791","15932","724",
"강원도","계","80~84","2015년","12084","88","430","11316","250",
"강원도","계","85세 이상","2015년","6841","54","123","6607","57",
"강원도","남자","합계","2015년","82512","39370","18776","9990","14376",
"강원도","남자","20세 미만","2015년","1849","1849","","","",
"강원도","남자","20~24","2015년","9628","9593","30","5","",
"강원도","남자","25~29","2015년","7018","6755","238","","25",
"강원도","남자","30~34","2015년","5867","4952","846","","69",
"강원도","남자","35~39","2015년","5220","3728","1130","16","346",
"강원도","남자","40~44","2015년","6399","3876","1723","39","761",
"강원도","남자","45~49","2015년","7464","3149","2703","81","1531",
"강원도","남자","50~54","2015년","8989","2686","3338","305","2660",
"강원도","남자","55~59","2015년","9068","1559","3429","703","3377",
"강원도","남자","60~64","2015년","6436","706","2307","1035","2388",
"강원도","남자","65~69","2015년","4572","256","1390","1320","1606",
"강원도","남자","70~74","2015년","4105","150","929","2004","1022",
"강원도","남자","75~79","2015년","2954","56","408","2037","453",
"강원도","남자","80~84","2015년","1813","32","228","1441","112",
"강원도","남자","85세 이상","2015년","1130","23","77","1004","26",
"강원도","여자","합계","2015년","107139","23385","10439","60528","12787",
"강원도","여자","20세 미만","2015년","1050","1050","","","",
"강원도","여자","20~24","2015년","6449","6428","18","3","",
"강원도","여자","25~29","2015년","4011","3837","149","","25",
"강원도","여자","30~34","2015년","3624","3111","386","","127",
"강원도","여자","35~39","2015년","3234","2313","504","25","392",
"강원도","여자","40~44","2015년","3524","1854","646","70","954",
"강원도","여자","45~49","2015년","5038","1315","1328","459","1936",
"강원도","여자","50~54","2015년","7584","1176","2209","1421","2778",
"강원도","여자","55~59","2015년","9499","865","2060","3897","2677",
"강원도","여자","60~64","2015년","9221","627","1235","5497","1862",
"강원도","여자","65~69","2015년","9872","411","720","7758","983",
"강원도","여자","70~74","2015년","13409","218","553","12025","613",
"강원도","여자","75~79","2015년","14642","93","383","13895","271",
"강원도","여자","80~84","2015년","10271","56","202","9875","138",
"강원도","여자","85세 이상","2015년","5711","31","46","5603","31",
"동부","계","합계","2015년","107873","44892","14762","31619","16600",
"동부","계","20세 미만","2015년","2327","2327","","","",
"동부","계","20~24","2015년","13192","13159","25","8","",
"동부","계","25~29","2015년","7956","7749","185","","22",
"동부","계","30~34","2015년","6450","5690","630","","130",
"동부","계","35~39","2015년","5744","4228","1014","5","497",
"동부","계","40~44","2015년","6389","3809","1368","63","1149",
"동부","계","45~49","2015년","7699","2743","2322","284","2350",
"동부","계","50~54","2015년","9672","2307","2975","963","3427",
"동부","계","55~59","2015년","10019","1438","2527","2470","3584",
"동부","계","60~64","2015년","7949","730","1555","3182","2482",
"동부","계","65~69","2015년","7054","361","892","4409","1392",
"동부","계","70~74","2015년","8116","187","652","6293","984",
"동부","계","75~79","2015년","7480","89","367","6625","399",
"동부","계","80~84","2015년","4951","44","196","4570","141",
"동부","계","85세 이상","2015년","2875","31","54","2747","43",
"동부","남자","합계","2015년","48694","27379","8690","4576","8049",
"동부","남자","20세 미만","2015년","1516","1516","","","",
"동부","남자","20~24","2015년","7844","7832","7","5","",
"동부","남자","25~29","2015년","4953","4851","93","","9",
"동부","남자","30~34","2015년","3812","3397","382","","33",
"동부","남자","35~39","2015년","3345","2507","617","5","216",
"동부","남자","40~44","2015년","3902","2440","942","16","504",
"동부","남자","45~49","2015년","4307","1848","1518","48","893",
"동부","남자","50~54","2015년","4860","1501","1637","171","1551",
"동부","남자","55~59","2015년","4561","861","1441","378","1881",
"동부","남자","60~64","2015년","3093","342","895","545","1311",
"동부","남자","65~69","2015년","2075","150","496","654","775",
"동부","남자","70~74","2015년","1965","76","367","932","590",
"동부","남자","75~79","2015년","1281","36","169","850","226",
"동부","남자","80~84","2015년","704","14","90","557","43",
"동부","남자","85세 이상","2015년","476","8","36","415","17",
"동부","여자","합계","2015년","59179","17513","6072","27043","8551",
"동부","여자","20세 미만","2015년","811","811","","","",
"동부","여자","20~24","2015년","5348","5327","18","3","",
"동부","여자","25~29","2015년","3003","2898","92","","13",
"동부","여자","30~34","2015년","2638","2293","248","","97",
"동부","여자","35~39","2015년","2399","1721","397","","281",
"동부","여자","40~44","2015년","2487","1369","426","47","645",
"동부","여자","45~49","2015년","3392","895","804","236","1457",
"동부","여자","50~54","2015년","4812","806","1338","792","1876",
"동부","여자","55~59","2015년","5458","577","1086","2092","1703",
"동부","여자","60~64","2015년","4856","388","660","2637","1171",
"동부","여자","65~69","2015년","4979","211","396","3755","617",
"동부","여자","70~74","2015년","6151","111","285","5361","394",
"동부","여자","75~79","2015년","6199","53","198","5775","173",
"동부","여자","80~84","2015년","4247","30","106","4013","98",
"동부","여자","85세 이상","2015년","2399","23","18","2332","26",
"읍부","계","합계","2015년","32969","7501","5630","15072","4766",
"읍부","계","20세 미만","2015년","120","120","","","",
"읍부","계","20~24","2015년","549","539","10","","",
"읍부","계","25~29","2015년","1489","1368","109","","12",
"읍부","계","30~34","2015년","1578","1270","276","","32",
"읍부","계","35~39","2015년","1479","1030","302","26","121",
"읍부","계","40~44","2015년","1720","940","472","27","281",
"읍부","계","45~49","2015년","2210","728","792","139","551",
"읍부","계","50~54","2015년","3123","642","1146","339","996",
"읍부","계","55~59","2015년","3556","402","1075","975","1104",
"읍부","계","60~64","2015년","3122","270","571","1493","788",
"읍부","계","65~69","2015년","3015","100","373","2037","505",
"읍부","계","70~74","2015년","3617","69","260","3077","211",
"읍부","계","75~79","2015년","3725","3","148","3436","138",
"읍부","계","80~84","2015년","2295","20","65","2183","27",
"읍부","계","85세 이상","2015년","1371","","31","1340","",
"읍부","남자","합계","2015년","13022","4767","3879","1834","2542",
"읍부","남자","20세 미만","2015년","43","43","","","",
"읍부","남자","20~24","2015년","244","234","10","","",
