"행정구역별","성별","연령별",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
"행정구역별","성별","연령별",취업 1인가구(15세 이상)-계,관리자,전문가 및 관련 종사자,사무 종사자,서비스 종사자,판매 종사자,농림어업 숙련 종사자,기능원 및 관련 기능 종사자,장치·기계조작 및 조립 종사자,단순 노무 종사자,기타,미상
"부산광역시","여자","15~19세",600,,45,30,370,129,,,6,20,,
"부산광역시","여자","20~24세",7040,,2513,1308,1737,1140,,76,79,187,,
"부산광역시","여자","25~29세",9486,9,3763,2498,1594,1259,,87,156,114,6,
"부산광역시","여자","30~34세",7937,45,2636,2348,1305,1232,,120,145,106,,
"부산광역시","여자","35~39세",6147,44,1993,1705,972,945,,103,183,202,,
"부산광역시","여자","40~44세",6832,65,1661,1368,1444,1455,3,195,297,344,,
"부산광역시","여자","45~49세",7168,50,1458,925,1962,1388,,314,351,715,5,
"부산광역시","여자","50~54세",8655,70,1230,725,2694,1484,13,563,454,1422,,
"부산광역시","여자","55~59세",10698,24,921,541,3761,1631,43,671,577,2529,,
"부산광역시","여자","60~64세",8288,17,365,217,2616,1113,108,458,351,3043,,
"부산광역시","여자","65~69세",4394,4,212,120,1050,735,106,222,116,1829,,
"부산광역시","여자","70세 이상",4363,6,184,64,867,822,250,157,68,1945,,
"대구광역시","계","합계",114891,1108,21301,14892,16477,14612,1075,11923,14997,18154,352,
"대구광역시","계","15~19세",647,,24,92,252,124,5,23,43,82,2,
"대구광역시","계","20~24세",6186,,1787,959,1436,924,,267,424,346,43,
"대구광역시","계","25~29세",11685,29,4317,2397,1231,1390,3,647,1039,530,102,
"대구광역시","계","30~34세",13540,124,3721,2727,1533,2207,21,1074,1286,772,75,
"대구광역시","계","35~39세",12140,104,2820,2257,1218,1826,29,1363,1566,889,68,
"대구광역시","계","40~44세",13685,170,2537,2176,1430,2032,27,1660,2120,1518,15,
"대구광역시","계","45~49세",13837,147,2157,1636,1806,1704,40,2023,2384,1928,12,
"대구광역시","계","50~54세",13574,263,1682,1143,2193,1482,91,1947,2220,2518,35,
"대구광역시","계","55~59세",12902,183,1314,958,2585,1209,116,1514,2131,2892,,
"대구광역시","계","60~64세",7957,63,511,344,1426,823,195,928,1124,2543,,
"대구광역시","계","65~69세",4196,20,230,119,824,364,141,274,475,1749,,
"대구광역시","계","70세 이상",4542,5,201,84,543,527,407,203,185,2387,,
"대구광역시","남자","합계",61710,851,9875,7505,4407,6683,479,10077,11761,9759,313,
"대구광역시","남자","15~19세",236,,,17,99,28,5,17,33,35,2,
"대구광역시","남자","20~24세",2225,,323,178,525,322,,221,346,267,43,
"대구광역시","남자","25~29세",6381,21,2084,971,594,740,,568,874,436,93,
"대구광역시","남자","30~34세",8445,93,1956,1435,754,1361,21,997,1097,668,63,
"대구광역시","남자","35~39세",7659,75,1307,1224,551,1070,29,1251,1368,722,62,
"대구광역시","남자","40~44세",8591,139,1256,1092,528,997,27,1516,1753,1271,12,
"대구광역시","남자","45~49세",8500,114,1020,954,460,783,33,1785,1865,1477,9,
"대구광역시","남자","50~54세",7335,203,733,707,355,564,59,1608,1586,1491,29,
"대구광역시","남자","55~59세",6111,141,726,634,248,401,64,1191,1467,1239,,
"대구광역시","남자","60~64세",3455,40,258,178,153,219,103,600,865,1039,,
"대구광역시","남자","65~69세",1477,20,59,81,61,93,31,177,371,584,,
"대구광역시","남자","70세 이상",1295,5,153,34,79,105,107,146,136,530,,
"대구광역시","여자","합계",53181,257,11426,7387,12070,7929,596,1846,3236,8395,39,
"대구광역시","여자","15~19세",411,,24,75,153,96,,6,10,47,,
"대구광역시","여자","20~24세",3961,,1464,781,911,602,,46,78,79,,
"대구광역시","여자","25~29세",5304,8,2233,1426,637,650,3,79,165,94,9,
"대구광역시","여자","30~34세",5095,31,1765,1292,779,846,,77,189,104,12,
"대구광역시","여자","35~39세",4481,29,1513,1033,667,756,,112,198,167,6,
"대구광역시","여자","40~44세",5094,31,1281,1084,902,1035,,144,367,247,3,
