"행정구역별","성별","연령별","혼인상태별","시점","1인가구-계","본인의 직장 때문에","본인의 학업 때문에","본인의 독립 생활을 위하여","본인의 건강 때문에","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","가족과 사별","기타",
"대구광역시","남자","45~49","배우자 있음","2020년","2259","1731","","183","6","322","11","6",
"대구광역시","남자","45~49","사별","2020년","87","21","","","5","6","55","",
"대구광역시","남자","45~49","이혼","2020년","2269","614","","1094","42","344","165","10",
"대구광역시","남자","50~54","합계","2020년","13982","4953","","5691","300","1903","893","242",
"대구광역시","남자","50~54","미혼","2020년","6230","1809","","3030","213","470","501","207",
"대구광역시","남자","50~54","배우자 있음","2020년","2996","2154","","242","17","536","18","29",
"대구광역시","남자","50~54","사별","2020년","298","76","","18","","59","145","",
"대구광역시","남자","50~54","이혼","2020년","4458","914","","2401","70","838","229","6",
"대구광역시","남자","55~59","합계","2020년","13571","3840","","5273","386","2540","1312","220",
"대구광역시","남자","55~59","미혼","2020년","4218","976","","2100","182","312","494","154",
"대구광역시","남자","55~59","배우자 있음","2020년","2868","1794","","260","27","722","22","43",
"대구광역시","남자","55~59","사별","2020년","753","103","","59","13","144","428","6",
"대구광역시","남자","55~59","이혼","2020년","5732","967","","2854","164","1362","368","17",
"대구광역시","남자","60~64","합계","2020년","12107","2434","","4515","298","3074","1721","65",
"대구광역시","남자","60~64","미혼","2020년","2206","397","","1139","112","193","351","14",
"대구광역시","남자","60~64","배우자 있음","2020년","2847","1383","","338","45","1003","50","28",
"대구광역시","남자","60~64","사별","2020년","1389","80","","79","10","299","921","",
"대구광역시","남자","60~64","이혼","2020년","5665","574","","2959","131","1579","399","23",
"대구광역시","남자","65~69","합계","2020년","8256","1108","","2868","243","2457","1552","28",
"대구광역시","남자","65~69","미혼","2020년","897","104","","507","53","115","118","",
"대구광역시","남자","65~69","배우자 있음","2020년","1976","722","","284","48","864","47","11",
"대구광역시","남자","65~69","사별","2020년","1682","53","","147","39","357","1086","",
"대구광역시","남자","65~69","이혼","2020년","3701","229","","1930","103","1121","301","17",
"대구광역시","남자","70~74","합계","2020년","5310","334","","1493","171","1623","1656","33",
"대구광역시","남자","70~74","미혼","2020년","386","21","","238","28","32","62","5",
"대구광역시","남자","70~74","배우자 있음","2020년","1148","242","","168","45","628","41","24",
"대구광역시","남자","70~74","사별","2020년","1884","15","","92","25","347","1401","4",
"대구광역시","남자","70~74","이혼","2020년","1892","56","","995","73","616","152","",
"대구광역시","남자","75~79","합계","2020년","3545","138","","589","100","1156","1542","20",
"대구광역시","남자","75~79","미혼","2020년","111","6","","56","13","16","15","5",
"대구광역시","남자","75~79","배우자 있음","2020년","696","86","","78","48","450","19","15",
"대구광역시","남자","75~79","사별","2020년","1944","16","","108","19","383","1418","",
"대구광역시","남자","75~79","이혼","2020년","794","30","","347","20","307","90","",
"대구광역시","남자","80~84","합계","2020년","2396","2","","","69","974","1327","24",
"대구광역시","남자","80~84","미혼","2020년","55","","","","5","42","5","3",
"대구광역시","남자","80~84","배우자 있음","2020년","394","2","","","49","322","11","10",
"대구광역시","남자","80~84","사별","2020년","1580","","","","4","297","1268","11",
"대구광역시","남자","80~84","이혼","2020년","367","","","","11","313","43","",
"대구광역시","남자","85세 이상","합계","2020년","1508","","","","46","612","837","13",
"대구광역시","남자","85세 이상","미혼","2020년","21","","","","4","12","5","",
"대구광역시","남자","85세 이상","배우자 있음","2020년","221","","","","13","195","3","10",
"대구광역시","남자","85세 이상","사별","2020년","1138","","","","27","286","822","3",
"대구광역시","남자","85세 이상","이혼","2020년","128","","","","2","119","7","",
"대구광역시","여자","합계","합계","2020년","163591","30633","7218","39903","2451","41328","41320","738",
"대구광역시","여자","합계","미혼","2020년","58169","22982","7209","22421","544","2979","1623","411",
"대구광역시","여자","합계","배우자 있음","2020년","17701","4467","9","2374","430","9700","522","199",
"대구광역시","여자","합계","사별","2020년","61136","954","","2778","917","19082","37338","67",
"대구광역시","여자","합계","이혼","2020년","26585","2230","","12330","560","9567","1837","61",
"대구광역시","여자","20세 미만","합계","2020년","1538","132","1351","","","44","11","",
"대구광역시","여자","20세 미만","미혼","2020년","1538","132","1351","","","44","11","",
"대구광역시","여자","20~24","합계","2020년","12482","4256","5317","2356","","431","97","25",
"대구광역시","여자","20~24","미혼","2020년","12425","4250","5315","2331","","407","97","25",
"대구광역시","여자","20~24","배우자 있음","2020년","46","6","2","18","","20","","",
"대구광역시","여자","20~24","사별","2020년","4","","","","","4","","",
"대구광역시","여자","20~24","이혼","2020년","7","","","7","","","","",
"대구광역시","여자","25~29","합계","2020년","14248","8490","481","4580","","518","113","66",
"대구광역시","여자","25~29","미혼","2020년","13839","8277","481","4495","","421","108","57",
"대구광역시","여자","25~29","배우자 있음","2020년","290","160","","24","","97","","9",
"대구광역시","여자","25~29","사별","2020년","3","3","","","","","","",
"대구광역시","여자","25~29","이혼","2020년","116","50","","61","","","5","",
"대구광역시","여자","30~34","합계","2020년","8501","4286","49","3357","46","566","155","42",
"대구광역시","여자","30~34","미혼","2020년","7606","3844","49","3136","46","369","134","28",
"대구광역시","여자","30~34","배우자 있음","2020년","590","368","","44","","164","","14",
"대구광역시","여자","30~34","사별","2020년","20","5","","","","","15","",
"대구광역시","여자","30~34","이혼","2020년","285","69","","177","","33","6","",
"대구광역시","여자","35~39","합계","2020년","7243","2836","13","3558","87","540","134","75",
"대구광역시","여자","35~39","미혼","2020년","5901","2311","13","3104","76","226","102","69",
"대구광역시","여자","35~39","배우자 있음","2020년","731","375","","72","6","266","6","6",
"대구광역시","여자","35~39","사별","2020년","12","5","","","","","7","",
"대구광역시","여자","35~39","이혼","2020년","599","145","","382","5","48","19","",
"대구광역시","여자","40~44","합계","2020년","6899","2104","7","3477","121","923","225","42",
"대구광역시","여자","40~44","미혼","2020년","4597","1471","","2532","77","326","149","42",
"대구광역시","여자","40~44","배우자 있음","2020년","909","374","7","137","7","372","12","",
"대구광역시","여자","40~44","사별","2020년","75","7","","14","","33","21","",
"대구광역시","여자","40~44","이혼","2020년","1318","252","","794","37","192","43","",
"대구광역시","여자","45~49","합계","2020년","8666","2321","","4096","79","1603","498","69",
"대구광역시","여자","45~49","미혼","2020년","4387","1424","","2413","37","244","234","35",
"대구광역시","여자","45~49","배우자 있음","2020년","1406","524","","207","","631","16","28",
"대구광역시","여자","45~49","사별","2020년","269","36","","33","","65","135","",
"대구광역시","여자","45~49","이혼","2020년","2604","337","","1443","42","663","113","6",
"대구광역시","여자","50~54","합계","2020년","10369","2112","","3980","177","3269","748","83",
"대구광역시","여자","50~54","미혼","2020년","2750","709","","1528","73","200","188","52",
"대구광역시","여자","50~54","배우자 있음","2020년","2428","815","","308","29","1225","28","23",
"대구광역시","여자","50~54","사별","2020년","881","79","","101","4","331","362","4",
"대구광역시","여자","50~54","이혼","2020년","4310","509","","2043","71","1513","170","4",
"대구광역시","여자","55~59","합계","2020년","14044","1809","","4369","257","5465","2003","141",
"대구광역시","여자","55~59","미혼","2020년","1690","287","","978","62","135","155","73",
"대구광역시","여자","55~59","배우자 있음","2020년","3370","870","","453","59","1920","38","30",
"대구광역시","여자","55~59","사별","2020년","3079","199","","213","27","1115","1510","15",
"대구광역시","여자","55~59","이혼","2020년","5905","453","","2725","109","2295","300","23",
"대구광역시","여자","60~64","합계","2020년","17157","1375","","4051","319","6924","4431","57",
"대구광역시","여자","60~64","미혼","2020년","1297","129","","815","83","131","131","8",
"대구광역시","여자","60~64","배우자 있음","2020년","3594","661","","530","64","2235","80","24",
"대구광역시","여자","60~64","사별","2020년","6676","254","","378","39","2285","3713","7",
"대구광역시","여자","60~64","이혼","2020년","5590","331","","2328","133","2273","507","18",
"대구광역시","여자","65~69","합계","2020년","16237","492","","2997","288","5971","6418","71",
"대구광역시","여자","65~69","미혼","2020년","838","67","","515","36","99","113","8",
"대구광역시","여자","65~69","배우자 있음","2020년","2037","212","","318","71","1318","75","43",
"대구광역시","여자","65~69","사별","2020년","9917","165","","670","115","3037","5920","10",
"대구광역시","여자","65~69","이혼","2020년","3445","48","","1494","66","1517","310","10",
