"행정구역별","성별","연령별","시점","1인가구","초등학교","중학교","고등학교","대학(4년제미만)","대학교(4년제이상)","대학원","안받았음(미취학 포함)",
"영등포구","여자","20~24","2015년","1799","","","103","448","1183","65","",
"영등포구","여자","25~29","2015년","3492","","","220","578","2351","343","",
"영등포구","여자","30~34","2015년","3124","","","308","464","1951","401","",
"영등포구","여자","35~39","2015년","1936","","25","382","345","924","260","",
"영등포구","여자","40~44","2015년","1531","","42","513","192","565","219","",
"영등포구","여자","45~49","2015년","1186","20","56","493","189","337","91","",
"영등포구","여자","50~54","2015년","1277","74","149","624","162","165","103","",
"영등포구","여자","55~59","2015년","1502","186","371","684","71","93","97","",
"영등포구","여자","60~64","2015년","1655","385","438","549","62","165","43","13",
"영등포구","여자","65~69","2015년","1701","612","417","368","21","120","30","133",
"영등포구","여자","70~74","2015년","2022","958","302","366","5","128","","263",
"영등포구","여자","75~79","2015년","1710","872","218","178","","45","14","383",
"영등포구","여자","80~84","2015년","1280","502","104","191","","44","","439",
"영등포구","여자","85세 이상","2015년","596","248","34","74","","13","7","220",
"동작구","계","합계","2015년","53985","3654","2999","9546","5633","26898","3993","1262",
"동작구","계","20세 미만","2015년","862","","16","248","89","509","","",
"동작구","계","20~24","2015년","7784","","3","511","885","6253","132","",
"동작구","계","25~29","2015년","11922","","7","582","1193","9104","1036","",
"동작구","계","30~34","2015년","7582","","","694","1264","4575","1049","",
"동작구","계","35~39","2015년","4199","","48","693","648","2285","525","",
"동작구","계","40~44","2015년","3304","","55","990","604","1256","399","",
"동작구","계","45~49","2015년","2736","36","92","1169","348","808","279","4",
"동작구","계","50~54","2015년","2333","104","312","935","173","614","195","",
"동작구","계","55~59","2015년","2524","305","498","980","121","467","149","4",
"동작구","계","60~64","2015년","2223","385","514","766","162","281","74","41",
"동작구","계","65~69","2015년","2714","748","478","977","44","213","121","133",
"동작구","계","70~74","2015년","2112","767","437","380","48","231","13","236",
"동작구","계","75~79","2015년","1911","682","275","309","28","215","10","392",
"동작구","계","80~84","2015년","1140","384","194","208","12","69","11","262",
"동작구","계","85세 이상","2015년","639","243","70","104","14","18","","190",
"동작구","남자","합계","2015년","26345","633","990","4646","2643","15260","2032","141",
"동작구","남자","20세 미만","2015년","462","","16","183","16","247","","",
"동작구","남자","20~24","2015년","3518","","3","326","363","2766","60","",
"동작구","남자","25~29","2015년","6625","","7","289","558","5289","482","",
"동작구","남자","30~34","2015년","4486","","","419","628","2909","530","",
"동작구","남자","35~39","2015년","2493","","26","392","292","1502","281","",
"동작구","남자","40~44","2015년","2115","","28","626","343","880","238","",
"동작구","남자","45~49","2015년","1429","25","44","571","158","491","136","4",
"동작구","남자","50~54","2015년","1279","34","200","462","79","402","102","",
"동작구","남자","55~59","2015년","1160","101","179","466","66","261","83","4",
"동작구","남자","60~64","2015년","771","83","148","249","111","133","41","6",
"동작구","남자","65~69","2015년","791","153","131","318","6","104","52","27",
"동작구","남자","70~74","2015년","537","94","111","147","11","106","13","55",
"동작구","남자","75~79","2015년","356","70","43","96","6","109","10","22",
"동작구","남자","80~84","2015년","247","46","36","85","6","47","4","23",
"동작구","남자","85세 이상","2015년","76","27","18","17","","14","","",
"동작구","여자","합계","2015년","27640","3021","2009","4900","2990","11638","1961","1121",
"동작구","여자","20세 미만","2015년","400","","","65","73","262","","",
"동작구","여자","20~24","2015년","4266","","","185","522","3487","72","",
"동작구","여자","25~29","2015년","5297","","","293","635","3815","554","",
"동작구","여자","30~34","2015년","3096","","","275","636","1666","519","",
"동작구","여자","35~39","2015년","1706","","22","301","356","783","244","",
"동작구","여자","40~44","2015년","1189","","27","364","261","376","161","",
"동작구","여자","45~49","2015년","1307","11","48","598","190","317","143","",
"동작구","여자","50~54","2015년","1054","70","112","473","94","212","93","",
"동작구","여자","55~59","2015년","1364","204","319","514","55","206","66","",
"동작구","여자","60~64","2015년","1452","302","366","517","51","148","33","35",
"동작구","여자","65~69","2015년","1923","595","347","659","38","109","69","106",
"동작구","여자","70~74","2015년","1575","673","326","233","37","125","","181",
"동작구","여자","75~79","2015년","1555","612","232","213","22","106","","370",
"동작구","여자","80~84","2015년","893","338","158","123","6","22","7","239",
"동작구","여자","85세 이상","2015년","563","216","52","87","14","4","","190",
"관악구","계","합계","2015년","100030","5697","5168","17636","13657","47925","8103","1844",
"관악구","계","20세 미만","2015년","1386","","21","499","242","624","","",
"관악구","계","20~24","2015년","12840","","29","1496","2825","8140","350","",
"관악구","계","25~29","2015년","24459","","31","1810","3587","16217","2807","7",
"관악구","계","30~34","2015년","17892","","59","1784","2855","11177","2013","4",
"관악구","계","35~39","2015년","9008","","54","1496","1798","4546","1114","",
"관악구","계","40~44","2015년","6831","","112","2034","1084","2803","792","6",
"관악구","계","45~49","2015년","4736","77","264","1849","461","1659","426","",
"관악구","계","50~54","2015년","4132","208","584","1816","357","920","243","4",
"관악구","계","55~59","2015년","4284","600","1010","1639","150","710","169","6",
"관악구","계","60~64","2015년","3451","814","973","1071","113","359","70","51",
"관악구","계","65~69","2015년","3575","1010","890","981","60","307","31","296",
"관악구","계","70~74","2015년","3100","1247","527","649","78","198","35","366",
"관악구","계","75~79","2015년","2179","912","393","269","32","140","48","385",
"관악구","계","80~84","2015년","1426","551","137","206","15","103","","414",
"관악구","계","85세 이상","2015년","731","278","84","37","","22","5","305",
"관악구","남자","합계","2015년","52869","1225","1986","9432","6618","28781","4636","191",
"관악구","남자","20세 미만","2015년","775","","11","308","96","360","","",
"관악구","남자","20~24","2015년","5449","","9","678","893","3656","213","",
"관악구","남자","25~29","2015년","13513","","11","1026","1655","9165","1649","7",
"관악구","남자","30~34","2015년","11171","","40","1131","1476","7389","1131","4",
"관악구","남자","35~39","2015년","5795","","35","882","1085","3158","635","",
"관악구","남자","40~44","2015년","4497","","66","1175","735","2039","482","",
"관악구","남자","45~49","2015년","2933","45","151","1079","275","1199","184","",
"관악구","남자","50~54","2015년","2506","125","346","1048","215","646","126","",
"관악구","남자","55~59","2015년","2021","209","381","749","59","537","86","",
"관악구","남자","60~64","2015년","1304","292","321","422","44","180","28","17",
"관악구","남자","65~69","2015년","1138","190","252","424","23","174","25","50",
"관악구","남자","70~74","2015년","857","177","162","307","28","119","35","29",
"관악구","남자","75~79","2015년","489","97","125","79","26","82","37","43",
"관악구","남자","80~84","2015년","284","30","28","119","8","73","","26",
"관악구","남자","85세 이상","2015년","137","60","48","5","","4","5","15",
"관악구","여자","합계","2015년","47161","4472","3182","8204","7039","19144","3467","1653",
"관악구","여자","20세 미만","2015년","611","","10","191","146","264","","",
"관악구","여자","20~24","2015년","7391","","20","818","1932","4484","137","",
"관악구","여자","25~29","2015년","10946","","20","784","1932","7052","1158","",
"관악구","여자","30~34","2015년","6721","","19","653","1379","3788","882","",
"관악구","여자","35~39","2015년","3213","","19","614","713","1388","479","",
"관악구","여자","40~44","2015년","2334","","46","859","349","764","310","6",
"관악구","여자","45~49","2015년","1803","32","113","770","186","460","242","",
"관악구","여자","50~54","2015년","1626","83","238","768","142","274","117","4",
"관악구","여자","55~59","2015년","2263","391","629","890","91","173","83","6",
"관악구","여자","60~64","2015년","2147","522","652","649","69","179","42","34",
"관악구","여자","65~69","2015년","2437","820","638","557","37","133","6","246",
"관악구","여자","70~74","2015년","2243","1070","365","342","50","79","","337",
"관악구","여자","75~79","2015년","1690","815","268","190","6","58","11","342",
"관악구","여자","80~84","2015년","1142","521","109","87","7","30","","388",
"관악구","여자","85세 이상","2015년","594","218","36","32","","18","","290",
"서초구","계","합계","2015년","37391","1518","1364","6786","4897","16935","5419","472",
"서초구","계","20세 미만","2015년","481","","15","251","121","94","","",
"서초구","계","20~24","2015년","2174","","12","378","584","1135","65","",
"서초구","계","25~29","2015년","5468","","","442","912","3423","691","",
"서초구","계","30~34","2015년","6356","","4","468","1025","3803","1056","",
"서초구","계","35~39","2015년","4755","","8","684","700","2426","937","",
"서초구","계","40~44","2015년","3908","","20","608","551","1813","916","",
