"행정구역별","성별","연령별","1인가구사유별","시점","1인가구-계","6개월미만","6개월이상~1년미만","1~2년미만","2~3년미만","3~5년미만","5~10년미만","10~15년미만","15~20년미만","20~25년미만","25년이상",
"부산광역시","여자","40~44","합계","2020년","9534","492","353","870","764","1480","2110","1674","626","1039","126",
"부산광역시","여자","40~44","본인의 직장 때문에","2020년","2929","139","117","275","280","456","491","598","232","322","19",
"부산광역시","여자","40~44","본인의 학업 때문에","2020년","21","","","4","","7","4","","","","6",
"부산광역시","여자","40~44","본인의 독립 생활을 위하여","2020년","5192","231","154","398","346","814","1335","895","350","589","80",
"부산광역시","여자","40~44","본인의 건강 때문에","2020년","103","","15","14","7","17","22","10","","18","",
"부산광역시","여자","40~44","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","911","93","41","112","126","141","181","113","24","75","5",
"부산광역시","여자","40~44","가족과 사별","2020년","294","10","6","46","5","38","67","58","20","31","13",
"부산광역시","여자","40~44","기타","2020년","84","19","20","21","","7","10","","","4","3",
"부산광역시","여자","45~49","합계","2020년","11671","497","483","1103","994","1296","2276","2117","1131","1265","509",
"부산광역시","여자","45~49","본인의 직장 때문에","2020년","2966","138","177","278","300","334","556","505","250","292","136",
"부산광역시","여자","45~49","본인의 독립 생활을 위하여","2020년","5786","163","158","349","361","613","1224","1171","678","746","323",
"부산광역시","여자","45~49","본인의 건강 때문에","2020년","265","4","2","27","22","22","46","52","30","50","10",
"부산광역시","여자","45~49","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1917","151","116","396","251","234","311","239","129","71","19",
"부산광역시","여자","45~49","가족과 사별","2020년","576","23","30","35","45","68","115","133","39","72","16",
"부산광역시","여자","45~49","기타","2020년","161","18","","18","15","25","24","17","5","34","5",
"부산광역시","여자","50~54","합계","2020년","13385","670","546","1388","1079","1723","2425","2032","1160","1514","848",
"부산광역시","여자","50~54","본인의 직장 때문에","2020년","2478","106","135","329","208","350","453","322","156","259","160",
"부산광역시","여자","50~54","본인의 학업 때문에","2020년","6","","","","6","","","","","","",
"부산광역시","여자","50~54","본인의 독립 생활을 위하여","2020년","5361","135","126","328","278","480","905","1043","608","903","555",
"부산광역시","여자","50~54","본인의 건강 때문에","2020년","227","7","11","16","5","58","44","40","25","10","11",
"부산광역시","여자","50~54","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","4030","339","230","591","466","650","781","443","267","225","38",
"부산광역시","여자","50~54","가족과 사별","2020년","1143","43","44","104","111","171","236","173","104","103","54",
"부산광역시","여자","50~54","기타","2020년","140","40","","20","5","14","6","11","","14","30",
"부산광역시","여자","55~59","합계","2020년","18386","869","681","1906","1428","2204","3445","2959","1601","2139","1154",
"부산광역시","여자","55~59","본인의 직장 때문에","2020년","2275","87","115","278","222","270","388","330","163","226","196",
"부산광역시","여자","55~59","본인의 독립 생활을 위하여","2020년","5470","109","117","368","301","391","874","1058","662","920","670",
"부산광역시","여자","55~59","본인의 건강 때문에","2020년","372","32","4","22","21","65","33","88","22","53","32",
"부산광역시","여자","55~59","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","7667","510","404","1047","716","1090","1635","1010","511","610","134",
"부산광역시","여자","55~59","가족과 사별","2020년","2434","115","35","173","156","367","510","444","243","294","97",
"부산광역시","여자","55~59","기타","2020년","168","16","6","18","12","21","5","29","","36","25",
"부산광역시","여자","60~64","합계","2020년","26961","810","727","2061","1760","3053","5478","4803","2451","3755","2063",
"부산광역시","여자","60~64","본인의 직장 때문에","2020년","1973","81","63","162","124","167","473","388","76","231","208",
"부산광역시","여자","60~64","본인의 독립 생활을 위하여","2020년","6929","106","116","342","337","565","1198","1170","734","1379","982",
"부산광역시","여자","60~64","본인의 건강 때문에","2020년","514","11","","16","42","102","86","71","53","54","79",
"부산광역시","여자","60~64","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","11011","453","344","1122","813","1473","2352","1935","906","1216","397",
"부산광역시","여자","60~64","가족과 사별","2020년","6465","149","204","404","431","746","1362","1227","682","875","385",
"부산광역시","여자","60~64","기타","2020년","69","10","","15","13","","7","12","","","12",
"부산광역시","여자","65~69","합계","2020년","26283","674","715","1623","1475","2643","5042","4726","2597","3798","2990",
"부산광역시","여자","65~69","본인의 직장 때문에","2020년","964","17","49","85","67","136","131","171","68","116","124",
"부산광역시","여자","65~69","본인의 독립 생활을 위하여","2020년","5564","91","82","207","198","388","930","871","454","1066","1277",
"부산광역시","여자","65~69","본인의 건강 때문에","2020년","443","18","6","25","17","32","76","51","49","70","99",
"부산광역시","여자","65~69","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","10165","273","397","723","722","1090","2055","1974","983","1225","723",
"부산광역시","여자","65~69","가족과 사별","2020년","9043","259","172","583","471","966","1850","1644","1043","1309","746",
"부산광역시","여자","65~69","기타","2020년","104","16","9","","","31","","15","","12","21",
"부산광역시","여자","70~74","합계","2020년","24291","567","598","1347","1363","2249","4635","4544","2466","3287","3235",
"부산광역시","여자","70~74","본인의 직장 때문에","2020년","387","18","11","19","12","56","84","60","14","51","62",
"부산광역시","여자","70~74","본인의 독립 생활을 위하여","2020년","3392","42","56","137","179","242","551","533","405","428","819",
"부산광역시","여자","70~74","본인의 건강 때문에","2020년","441","26","9","19","11","78","47","76","34","66","75",
"부산광역시","여자","70~74","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","8789","226","257","548","527","867","1635","1677","904","1223","925",
"부산광역시","여자","70~74","가족과 사별","2020년","11241","255","265","617","634","1006","2308","2181","1109","1519","1347",
"부산광역시","여자","70~74","기타","2020년","41","","","7","","","10","17","","","7",
"부산광역시","여자","75~79","합계","2020년","22366","478","445","1025","934","2337","3906","3958","2288","3250","3745",
"부산광역시","여자","75~79","본인의 직장 때문에","2020년","235","","14","22","","64","32","17","4","19","63",
"부산광역시","여자","75~79","본인의 독립 생활을 위하여","2020년","2109","27","44","73","57","203","312","350","209","248","586",
"부산광역시","여자","75~79","본인의 건강 때문에","2020년","442","20","","48","23","83","42","69","37","54","66",
"부산광역시","여자","75~79","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","7890","148","137","408","331","791","1343","1445","855","1225","1207",
"부산광역시","여자","75~79","가족과 사별","2020년","11654","283","250","474","523","1190","2172","2065","1179","1699","1819",
"부산광역시","여자","75~79","기타","2020년","36","","","","","6","5","12","4","5","4",
"부산광역시","여자","80~84","합계","2020년","16378","324","274","740","636","1383","2642","3001","1461","2626","3291",
"부산광역시","여자","80~84","본인의 직장 때문에","2020년","41","","","2","5","","6","12","2","","14",
"부산광역시","여자","80~84","본인의 건강 때문에","2020년","358","6","13","19","4","57","73","34","24","42","86",
"부산광역시","여자","80~84","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","7083","131","86","257","269","657","1028","1260","603","1115","1677",
"부산광역시","여자","80~84","가족과 사별","2020년","8878","187","175","462","358","664","1535","1688","832","1469","1508",
"부산광역시","여자","80~84","기타","2020년","18","","","","","5","","7","","","6",
"부산광역시","여자","85세 이상","합계","2020년","9427","142","116","296","259","617","1229","1768","959","1415","2626",
"부산광역시","여자","85세 이상","본인의 건강 때문에","2020년","344","22","","18","7","36","39","54","15","23","130",
"부산광역시","여자","85세 이상","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","3791","59","81","111","120","231","494","669","392","596","1038",
"부산광역시","여자","85세 이상","가족과 사별","2020년","5254","61","35","167","127","344","691","1042","541","796","1450",
"부산광역시","여자","85세 이상","기타","2020년","38","","","","5","6","5","3","11","","8",
"대구광역시","계","합계","합계","2020년","304543","16369","16751","33999","28303","40380","56320","44781","19895","26959","20786",
