"행정구역별(시군구)","성별","연령","시점","1인가구","주택_계","주택_단독주택","주택_아파트","주택_연립주택","주택_다세대 주택","주택_비거주용건물내 주택","주택이외의 거처_계",
"동부","계","80~84","2018 년","147278","143835","58178","67053","3736","13239","1629","3443",
"동부","계","80~84","2019 년","162069","158245","60974","76173","4195","15179","1724","3824",
"동부","계","80~84","2020 년","174607","170561","63044","84175","4643","16853","1846","4046",
"동부","계","80~84","2021 년","193567","188854","67410","94998","5217","19244","1985","4713",
"동부","계","85세 이상","2015 년","64053","61703","29547","25890","1385","4108","773","2350",
"동부","계","85세 이상","2016 년","72232","68635","31506","29743","1531","4962","893","3597",
"동부","계","85세 이상","2017 년","77979","75575","33004","34367","1721","5589","894","2404",
"동부","계","85세 이상","2018 년","86335","83908","34713","39696","1973","6537","989","2427",
"동부","계","85세 이상","2019 년","98291","95587","37641","46969","2258","7599","1120","2704",
"동부","계","85세 이상","2020 년","111924","108882","40937","55149","2616","8979","1201","3042",
"동부","계","85세 이상","2021 년","129471","126135","46153","64936","2999","10773","1274","3336",
"동부","남자","합계","2015 년","2081711","1875242","1065104","529228","28631","192436","59843","206469",
"동부","남자","합계","2016 년","2129828","1898792","1068278","539425","29692","205539","55858","231036",
"동부","남자","합계","2017 년","2219087","1956858","1075510","573255","31261","217872","58960","262229",
"동부","남자","합계","2018 년","2303506","2021827","1070000","626954","32379","234735","57759","281679",
"동부","남자","합계","2019 년","2434488","2129433","1093569","691711","34386","249675","60092","305055",
"동부","남자","합계","2020 년","2629923","2280261","1140830","765674","38365","276554","58838","349662",
"동부","남자","합계","2021 년","2853580","2464276","1190319","859760","43089","306663","64445","389304",
"동부","남자","20세 미만","2015 년","23287","22126","16540","3152","180","1352","902","1161",
